,text,words,label
7968,facebook say hacker pakistan target afghan user amid govern collaps sidecopi,"['facebook', 'say', 'hacker', 'pakistan', 'target', 'afghan', 'user', 'amid', 'govern', 'collaps', 'sidecopi']",0
7222,fbi system hack email urgent warn fake,"['fbi', 'system', 'hack', 'email', 'urgent', 'warn', 'fake']",0
7553,grow threat profession servic industri,"['grow', 'threat', 'profession', 'servic', 'industri']",0
6040,someon hack fbi sent fake email offici fbi email address warn ransomwar,"['someon', 'hack', 'fbi', 'sent', 'fake', 'email', 'offici', 'fbi', 'email', 'address', 'warn', 'ransomwar']",0
6655,updat fbi system hack email urgent warn fake calgroup calsaig knowledgeark fbi malwar emailsecur networksecur unitedst,"['updat', 'fbi', 'system', 'hack', 'email', 'urgent', 'warn', 'fake', 'calgroup', 'calsaig', 'knowledgeark', 'fbi', 'malwar', 'emailsecur', 'networksecur', 'unitedst']",0
5989,someon hack fbi sent fake email offici fbi email address warn ransomwar,"['someon', 'hack', 'fbi', 'sent', 'fake', 'email', 'offici', 'fbi', 'email', 'address', 'warn', 'ransomwar']",0
5025,hundr thousand fake warn sent hack fbi email server news tech nsa fbi intellig dfir siem,"['hundr', 'thousand', 'fake', 'warn', 'sent', 'hack', 'fbi', 'email', 'server', 'news', 'tech', 'nsa', 'fbi', 'intellig', 'dfir', 'siem']",0
7348,magnib ransomwar group target internet explor vulner infosec infosecur malwar ransomwar hack technolog cybercrim cybersecurit cybersec,"['magnib', 'ransomwar', 'group', 'target', 'internet', 'explor', 'vulner', 'infosec', 'infosecur', 'malwar', 'ransomwar', 'hack', 'technolog', 'cybercrim', 'cybersecurit', 'cybersec']",5
4851,gener nick carter cite willing authoritarian foe mean includ migrant ga price proxi achiev aim intern stage,"['gener', 'nick', 'carter', 'cite', 'willing', 'authoritarian', 'foe', 'mean', 'includ', 'migrant', 'ga', 'price', 'proxi', 'achiev', 'aim', 'intern', 'stage']",0
4460,compani import enough consid target state sponsor read full articl gt gt busi,"['compani', 'import', 'enough', 'consid', 'target', 'state', 'sponsor', 'read', 'full', 'articl', 'gt', 'gt', 'busi']",0
4991,hacker compromis fbi extern email system today send fake email fake spamhau bloomberg,"['hacker', 'compromis', 'fbi', 'extern', 'email', 'system', 'today', 'send', 'fake', 'email', 'fake', 'spamhau', 'bloomberg']",0
6089,hacker compromis fbi extern email system today send fake email fake spamhau bloomberg,"['hacker', 'compromis', 'fbi', 'extern', 'email', 'system', 'today', 'send', 'fake', 'email', 'fake', 'spamhau', 'bloomberg']",0
4707,fbi email infrastructur compromis use send fake email fake system admin,"['fbi', 'email', 'infrastructur', 'compromis', 'use', 'send', 'fake', 'email', 'fake', 'system', 'admin']",0
7923,drive industri toward ubiquit connect digit continu new connect technolog support progress increas,"['drive', 'industri', 'toward', 'ubiquit', 'connect', 'digit', 'continu', 'new', 'connect', 'technolog', 'support', 'progress', 'increas']",0
7574,grim outlook surveil boom global scale gt cyberwar cyberthreat cyberweapon cyberwarfar leadership,"['grim', 'outlook', 'surveil', 'boom', 'global', 'scale', 'gt', 'cyberwar', 'cyberthreat', 'cyberweapon', 'cyberwarfar', 'leadership']",0
4534,fbi email infrastructur compromis use send fake email fake system admin,"['fbi', 'email', 'infrastructur', 'compromis', 'use', 'send', 'fake', 'email', 'fake', 'system', 'admin']",0
7789,multifactor authent work daysofcod code codenewbi develop bugbounti infosec opensourc python java dotnetforal tech technew technolog data engin cybercrim privaci infograph,"['multifactor', 'authent', 'work', 'daysofcod', 'code', 'codenewbi', 'develop', 'bugbounti', 'infosec', 'opensourc', 'python', 'java', 'dotnetforal', 'tech', 'technew', 'technolog', 'data', 'engin', 'cybercrim', 'privaci', 'infograph']",0
8137,humor overcom mondayvib dataprotect gdpr,"['humor', 'overcom', 'mondayvib', 'dataprotect', 'gdpr']",0
4715,critic keep compani safe sound intern watch latest video gt,"['critic', 'keep', 'compani', 'safe', 'sound', 'intern', 'watch', 'latest', 'video', 'gt']",0
6598,biggest undetect data datasci program metavers nft javascript iot nlp python code devop django tensorflow innov bot rhop daysofcod covid invest,"['biggest', 'undetect', 'data', 'datasci', 'program', 'metavers', 'nft', 'javascript', 'iot', 'nlp', 'python', 'code', 'devop', 'django', 'tensorflow', 'innov', 'bot', 'rhop', 'daysofcod', 'covid', 'invest']",0
6708,hospit high risk patient realiz,"['hospit', 'high', 'risk', 'patient', 'realiz']",0
5993,someon hack fbi sent fake email offici fbi email address warn ransomwar,"['someon', 'hack', 'fbi', 'sent', 'fake', 'email', 'offici', 'fbi', 'email', 'address', 'warn', 'ransomwar']",0
5669,hacker breach feder bureau investig email system sent thousand fake messag accord us law enforc agenc fbi said shut server,"['hacker', 'breach', 'feder', 'bureau', 'investig', 'email', 'system', 'sent', 'thousand', 'fake', 'messag', 'accord', 'us', 'law', 'enforc', 'agenc', 'fbi', 'said', 'shut', 'server']",0
8176,three step killchain model gt secop devsecop threatintel ciso,"['three', 'step', 'killchain', 'model', 'gt', 'secop', 'devsecop', 'threatintel', 'ciso']",0
6764,eu top pharma compani vulner target vector web applic degre distribut page creation method activ content cybercrim infosec,"['eu', 'top', 'pharma', 'compani', 'vulner', 'target', 'vector', 'web', 'applic', 'degre', 'distribut', 'page', 'creation', 'method', 'activ', 'content', 'cybercrim', 'infosec']",0
6288,data breach dna test compani problem cio data bigdata tech cybercrim databreach busi datasci cyberthreat fraud ai technolog,"['data', 'breach', 'dna', 'test', 'compani', 'problem', 'cio', 'data', 'bigdata', 'tech', 'cybercrim', 'databreach', 'busi', 'datasci', 'cyberthreat', 'fraud', 'ai', 'technolog']",0
8203,biden administr troubl propos legisl requir compani report depart homeland fbi bureau offici told lawmak tuesday,"['biden', 'administr', 'troubl', 'propos', 'legisl', 'requir', 'compani', 'report', 'depart', 'homeland', 'fbi', 'bureau', 'offici', 'told', 'lawmak', 'tuesday']",0
5637,hundr thousand fake warn sent hack fbi email serversecur affair,"['hundr', 'thousand', 'fake', 'warn', 'sent', 'hack', 'fbi', 'email', 'serversecur', 'affair']",0
5624,fbi system hack email urgent warn fake thank articl infosec,"['fbi', 'system', 'hack', 'email', 'urgent', 'warn', 'fake', 'thank', 'articl', 'infosec']",0
5427,fbi system hack email urgent warn fake via,"['fbi', 'system', 'hack', 'email', 'urgent', 'warn', 'fake', 'via']",0
6143,someon hack fbi sent fake email offici fbi email address warn ransomwar,"['someon', 'hack', 'fbi', 'sent', 'fake', 'email', 'offici', 'fbi', 'email', 'address', 'warn', 'ransomwar']",0
6868,look back chang improv dataprotect strategi download ransomwar retrospect understand impact ransomwar global commun,"['look', 'back', 'chang', 'improv', 'dataprotect', 'strategi', 'download', 'ransomwar', 'retrospect', 'understand', 'impact', 'ransomwar', 'global', 'commun']",6
7374,rt consum awar ransomwar grown past year veeam blog take closer look continu rise ransomwar impact beyond enterpris,"['rt', 'consum', 'awar', 'ransomwar', 'grown', 'past', 'year', 'veeam', 'blog', 'take', 'closer', 'look', 'continu', 'rise', 'ransomwar', 'impact', 'beyond', 'enterpris']",6
7957,speak cybercrim machin experienc technolog,"['speak', 'cybercrim', 'machin', 'experienc', 'technolog']",0
4556,nuclear radiat use transmit digit data wirelessli becom better expert via hack infosec daysofcod blockchain,"['nuclear', 'radiat', 'use', 'transmit', 'digit', 'data', 'wirelessli', 'becom', 'better', 'expert', 'via', 'hack', 'infosec', 'daysofcod', 'blockchain']",0
8198,safe work remot cover check articl best practic stay secur,"['safe', 'work', 'remot', 'cover', 'check', 'articl', 'best', 'practic', 'stay', 'secur']",0
7583,nach einem koordinierten takedown durch im fruhjahr dies jahr wurden jetzt erstmal wieder neue varianten der emotet schadsoftwar gesichtet wie ein aktuel analys von zeigt cybercrim hacker,"['nach', 'einem', 'koordinierten', 'takedown', 'durch', 'im', 'fruhjahr', 'dies', 'jahr', 'wurden', 'jetzt', 'erstmal', 'wieder', 'neue', 'varianten', 'der', 'emotet', 'schadsoftwar', 'gesichtet', 'wie', 'ein', 'aktuel', 'analys', 'von', 'zeigt', 'cybercrim', 'hacker']",0
8161,accentur state resili studi found larg compani effect stop techrepubl share way becom champion,"['accentur', 'state', 'resili', 'studi', 'found', 'larg', 'compani', 'effect', 'stop', 'techrepubl', 'share', 'way', 'becom', 'champion']",0
6032,someon hack fbi sent fake email offici fbi email address warn ransomwar,"['someon', 'hack', 'fbi', 'sent', 'fake', 'email', 'offici', 'fbi', 'email', 'address', 'warn', 'ransomwar']",0
6009,someon hack fbi sent fake email offici fbi email address warn ransomwar,"['someon', 'hack', 'fbi', 'sent', 'fake', 'email', 'offici', 'fbi', 'email', 'address', 'warn', 'ransomwar']",0
6450,updat hundr thousand fake warn sent hack fbi email server hack osint threatintel news,"['updat', 'hundr', 'thousand', 'fake', 'warn', 'sent', 'hack', 'fbi', 'email', 'server', 'hack', 'osint', 'threatintel', 'news']",0
7247,leverag stpi vapt servic detail view cyberthreat applic face protect system amp data stpiindia explor,"['leverag', 'stpi', 'vapt', 'servic', 'detail', 'view', 'cyberthreat', 'applic', 'face', 'protect', 'system', 'amp', 'data', 'stpiindia', 'explor']",0
5805,uk public sector gt gt excus failur council great piec blog ceo chri burtenshaw gt gt tech publicsector leadership databreach ransomwar ciso cio,"['uk', 'public', 'sector', 'gt', 'gt', 'excus', 'failur', 'council', 'great', 'piec', 'blog', 'ceo', 'chri', 'burtenshaw', 'gt', 'gt', 'tech', 'publicsector', 'leadership', 'databreach', 'ransomwar', 'ciso', 'cio']",6
6285,china target india taiwan firstpost,"['china', 'target', 'india', 'taiwan', 'firstpost']",0
8190,admit attack exploit flaw agenc messag system configur flaw let unknown parti send flood fake urgent warn bogu thank input,"['admit', 'attack', 'exploit', 'flaw', 'agenc', 'messag', 'system', 'configur', 'flaw', 'let', 'unknown', 'parti', 'send', 'flood', 'fake', 'urgent', 'warn', 'bogu', 'thank', 'input']",0
4861,hacker compromis fbi extern email system today send fake email fake spamhau bloomberg,"['hacker', 'compromis', 'fbi', 'extern', 'email', 'system', 'today', 'send', 'fake', 'email', 'fake', 'spamhau', 'bloomberg']",0
4208,traffic sign ga station across iran caus disrupt believ intent time coincid come second anniversari nationwid novemb protest,"['traffic', 'sign', 'ga', 'station', 'across', 'iran', 'caus', 'disrupt', 'believ', 'intent', 'time', 'coincid', 'come', 'second', 'anniversari', 'nationwid', 'novemb', 'protest']",0
7156,fbi system hack email urgent warn fake,"['fbi', 'system', 'hack', 'email', 'urgent', 'warn', 'fake']",0
5610,hacker compromis fbi extern email system today send fake email fake spamhau bloomberg,"['hacker', 'compromis', 'fbi', 'extern', 'email', 'system', 'today', 'send', 'fake', 'email', 'fake', 'spamhau', 'bloomberg']",0
7050,microsoft warn surg html smuggl phish infosec infosecur malwar ransomwar hack technolog cybercrim cybersecurit cybersec,"['microsoft', 'warn', 'surg', 'html', 'smuggl', 'phish', 'infosec', 'infosecur', 'malwar', 'ransomwar', 'hack', 'technolog', 'cybercrim', 'cybersecurit', 'cybersec']",5
4363,sure wifi router fulli updat doesnt infect new malwar,"['sure', 'wifi', 'router', 'fulli', 'updat', 'doesnt', 'infect', 'new', 'malwar']",0
8174,david lukic explain risk manag core part strategi,"['david', 'lukic', 'explain', 'risk', 'manag', 'core', 'part', 'strategi']",0
5609,fbi email infrastructur compromis use send fake email fake system admin,"['fbi', 'email', 'infrastructur', 'compromis', 'use', 'send', 'fake', 'email', 'fake', 'system', 'admin']",0
8031,indian adult play onlin game suscept gamer experienc game account,"['indian', 'adult', 'play', 'onlin', 'game', 'suscept', 'gamer', 'experienc', 'game', 'account']",0
5252,fbi email infrastructur seem hack ye read someon send email fake sysadmin,"['fbi', 'email', 'infrastructur', 'seem', 'hack', 'ye', 'read', 'someon', 'send', 'email', 'fake', 'sysadmin']",0
6983,percentag ransomwar demand paid fall sharpli,"['percentag', 'ransomwar', 'demand', 'paid', 'fall', 'sharpli']",6
6291,data breach dna test compani problem cio data bigdata tech cybercrim databreach busi datasci cyberthreat fraud ai technolog,"['data', 'breach', 'dna', 'test', 'compani', 'problem', 'cio', 'data', 'bigdata', 'tech', 'cybercrim', 'databreach', 'busi', 'datasci', 'cyberthreat', 'fraud', 'ai', 'technolog']",0
8204,rise risk year work home covid increas educ team read minimis risk cyberinsur ukmfg remotework sme smeuk uksmallbiz sme,"['rise', 'risk', 'year', 'work', 'home', 'covid', 'increas', 'educ', 'team', 'read', 'minimis', 'risk', 'cyberinsur', 'ukmfg', 'remotework', 'sme', 'smeuk', 'uksmallbiz', 'sme']",0
8207,kyle rittenhous judg fool claim ipad pinch zoom manipul footag ai cio data bigdata tech cybercrim databreach busi datasci cyberthreat fraud ai technolog,"['kyle', 'rittenhous', 'judg', 'fool', 'claim', 'ipad', 'pinch', 'zoom', 'manipul', 'footag', 'ai', 'cio', 'data', 'bigdata', 'tech', 'cybercrim', 'databreach', 'busi', 'datasci', 'cyberthreat', 'fraud', 'ai', 'technolog']",0
7403,big busi hit multipl ransomwar campaign everi day report find phish email popular vector ransomwar via itsecur cybercrim tech,"['big', 'busi', 'hit', 'multipl', 'ransomwar', 'campaign', 'everi', 'day', 'report', 'find', 'phish', 'email', 'popular', 'vector', 'ransomwar', 'via', 'itsecur', 'cybercrim', 'tech']",6
4356,hospit high risk patient realiz,"['hospit', 'high', 'risk', 'patient', 'realiz']",0
8122,share stori time pose employe gain remoteaccess everi comput nyc base invest firm train must employe educ end user spot evad,"['share', 'stori', 'time', 'pose', 'employe', 'gain', 'remoteaccess', 'everi', 'comput', 'nyc', 'base', 'invest', 'firm', 'train', 'must', 'employe', 'educ', 'end', 'user', 'spot', 'evad']",0
5880,biggest undetect data datasci program metavers nft javascript iot nlp python code devop django tensorflow innov bot rhop daysofcod covid invest,"['biggest', 'undetect', 'data', 'datasci', 'program', 'metavers', 'nft', 'javascript', 'iot', 'nlp', 'python', 'code', 'devop', 'django', 'tensorflow', 'innov', 'bot', 'rhop', 'daysofcod', 'covid', 'invest']",0
6054,hacker compromis fbi extern email system today send fake email fake spamhau bloomberg,"['hacker', 'compromis', 'fbi', 'extern', 'email', 'system', 'today', 'send', 'fake', 'email', 'fake', 'spamhau', 'bloomberg']",0
6376,nuclear power mine bitcoin stop countri develop nuclear program iran cant becom whale crypto north korea mine crypto nuclear plant forev chines wallst us govern,"['nuclear', 'power', 'mine', 'bitcoin', 'stop', 'countri', 'develop', 'nuclear', 'program', 'iran', 'cant', 'becom', 'whale', 'crypto', 'north', 'korea', 'mine', 'crypto', 'nuclear', 'plant', 'forev', 'chines', 'wallst', 'us', 'govern']",0
4767,countri least risk cybercrim germani us two best countri worst coupl surpris embed full articl tech technolog dataprotect,"['countri', 'least', 'risk', 'cybercrim', 'germani', 'us', 'two', 'best', 'countri', 'worst', 'coupl', 'surpris', 'embed', 'full', 'articl', 'tech', 'technolog', 'dataprotect']",0
5935,someon hack fbi sent fake email offici fbi email address warn ransomwar,"['someon', 'hack', 'fbi', 'sent', 'fake', 'email', 'offici', 'fbi', 'email', 'address', 'warn', 'ransomwar']",0
7073,biggest undetect data datasci program metavers nft javascript iot nlp python code devop django tensorflow innov bot rhop daysofcod covid invest,"['biggest', 'undetect', 'data', 'datasci', 'program', 'metavers', 'nft', 'javascript', 'iot', 'nlp', 'python', 'code', 'devop', 'django', 'tensorflow', 'innov', 'bot', 'rhop', 'daysofcod', 'covid', 'invest']",0
7044,interest tip stay updat techlizzard fact hacker cybercrim staysaf viru hack sm email password datatheft data phish searchengin bank websit nft crypto technolog,"['interest', 'tip', 'stay', 'updat', 'techlizzard', 'fact', 'hacker', 'cybercrim', 'staysaf', 'viru', 'hack', 'sm', 'email', 'password', 'datatheft', 'data', 'phish', 'searchengin', 'bank', 'websit', 'nft', 'crypto', 'technolog']",1
7420,fbi estim lost phish organ experienc smart person anti phish solut never greater cybernit help bec,"['fbi', 'estim', 'lost', 'phish', 'organ', 'experienc', 'smart', 'person', 'anti', 'phish', 'solut', 'never', 'greater', 'cybernit', 'help', 'bec']",1
7148,hospit high risk patient realiz,"['hospit', 'high', 'risk', 'patient', 'realiz']",0
7984,school devic entic target attack rich data poor weak password miss patch team fight back school infosec phish educ cyberthreat,"['school', 'devic', 'entic', 'target', 'attack', 'rich', 'data', 'poor', 'weak', 'password', 'miss', 'patch', 'team', 'fight', 'back', 'school', 'infosec', 'phish', 'educ', 'cyberthreat']",0
6529,fbi system hack email urgent warn fake,"['fbi', 'system', 'hack', 'email', 'urgent', 'warn', 'fake']",0
4754,fbi email infrastructur compromis use send fake email fake system admin,"['fbi', 'email', 'infrastructur', 'compromis', 'use', 'send', 'fake', 'email', 'fake', 'system', 'admin']",0
7793,great articl relat school share challeng amp type threat,"['great', 'articl', 'relat', 'school', 'share', 'challeng', 'amp', 'type', 'threat']",0
6673,urg aggress strengthen protect school across nation keep massiv wave ransomwar malwar phish daysofcod girlswhocod,"['urg', 'aggress', 'strengthen', 'protect', 'school', 'across', 'nation', 'keep', 'massiv', 'wave', 'ransomwar', 'malwar', 'phish', 'daysofcod', 'girlswhocod']",1
8096,fbi contradict biden director claim slowdown russian,"['fbi', 'contradict', 'biden', 'director', 'claim', 'slowdown', 'russian']",0
5474,shock cybercrim fbi email system hack threaten india news cart,"['shock', 'cybercrim', 'fbi', 'email', 'system', 'hack', 'threaten', 'india', 'news', 'cart']",0
7072,biggest undetect data datasci program metavers nft javascript iot nlp python code devop django tensorflow innov bot rhop daysofcod covid invest,"['biggest', 'undetect', 'data', 'datasci', 'program', 'metavers', 'nft', 'javascript', 'iot', 'nlp', 'python', 'code', 'devop', 'django', 'tensorflow', 'innov', 'bot', 'rhop', 'daysofcod', 'covid', 'invest']",0
5662,hacker compromis fbi extern email system today send fake email fake spamhau bloomberg,"['hacker', 'compromis', 'fbi', 'extern', 'email', 'system', 'today', 'send', 'fake', 'email', 'fake', 'spamhau', 'bloomberg']",0
7647,patient unawar extent healthcar data theft,"['patient', 'unawar', 'extent', 'healthcar', 'data', 'theft']",0
6047,fbi email system compromis hacker warn cyberthreat via spam ddo malwar cyberthreat hacker sent thousand email fbi accord,"['fbi', 'email', 'system', 'compromis', 'hacker', 'warn', 'cyberthreat', 'via', 'spam', 'ddo', 'malwar', 'cyberthreat', 'hacker', 'sent', 'thousand', 'email', 'fbi', 'accord']",0
7083,bt inflam use epidemiolog model help combat ciberseguridad cibersecur,"['bt', 'inflam', 'use', 'epidemiolog', 'model', 'help', 'combat', 'ciberseguridad', 'cibersecur']",0
6543,hospit high risk patient realiz,"['hospit', 'high', 'risk', 'patient', 'realiz']",0
5852,new fbi infrastructur hack email fake warn recipi,"['new', 'fbi', 'infrastructur', 'hack', 'email', 'fake', 'warn', 'recipi']",0
5343,hacker compromis fbi extern email system today send fake email fake spamhau bloomberg,"['hacker', 'compromis', 'fbi', 'extern', 'email', 'system', 'today', 'send', 'fake', 'email', 'fake', 'spamhau', 'bloomberg']",0
7961,new belarusian govern behind wide rang campaign eastern european neighbor say target ukrain lithuania latvia poland germani belarusian journalist dissid,"['new', 'belarusian', 'govern', 'behind', 'wide', 'rang', 'campaign', 'eastern', 'european', 'neighbor', 'say', 'target', 'ukrain', 'lithuania', 'latvia', 'poland', 'germani', 'belarusian', 'journalist', 'dissid']",0
4916,hacker compromis fbi extern email system today send fake email fake spamhau bloomberg,"['hacker', 'compromis', 'fbi', 'extern', 'email', 'system', 'today', 'send', 'fake', 'email', 'fake', 'spamhau', 'bloomberg']",0
4688,fbi email infrastructur compromis use send fake email fake system admin,"['fbi', 'email', 'infrastructur', 'compromis', 'use', 'send', 'fake', 'email', 'fake', 'system', 'admin']",0
7876,long pandem seriou problem today advanc ml enhanc endpoint protect help protect school top benefit district leader reap invest advanc technolog,"['long', 'pandem', 'seriou', 'problem', 'today', 'advanc', 'ml', 'enhanc', 'endpoint', 'protect', 'help', 'protect', 'school', 'top', 'benefit', 'district', 'leader', 'reap', 'invest', 'advanc', 'technolog']",0
7267,latest updat secud includ secud turnkey announc strateg technolog partnership way defend supplychain sap,"['latest', 'updat', 'secud', 'includ', 'secud', 'turnkey', 'announc', 'strateg', 'technolog', 'partnership', 'way', 'defend', 'supplychain', 'sap']",0
6954,best stock busi bigdata via,"['best', 'stock', 'busi', 'bigdata', 'via']",0
6114,someon hack fbi sent fake email offici fbi email address warn ransomwar,"['someon', 'hack', 'fbi', 'sent', 'fake', 'email', 'offici', 'fbi', 'email', 'address', 'warn', 'ransomwar']",0
6530,china target india taiwan firstpost,"['china', 'target', 'india', 'taiwan', 'firstpost']",0
7428,advanc digit industri increas risk becom import learn three step process secur industri network,"['advanc', 'digit', 'industri', 'increas', 'risk', 'becom', 'import', 'learn', 'three', 'step', 'process', 'secur', 'industri', 'network']",0
6084,someon hack fbi sent fake email offici fbi email address warn ransomwar,"['someon', 'hack', 'fbi', 'sent', 'fake', 'email', 'offici', 'fbi', 'email', 'address', 'warn', 'ransomwar']",0
6545,liter joint paper written thale huawei energi pipelin thale provid system north america strike nerv anywher,"['liter', 'joint', 'paper', 'written', 'thale', 'huawei', 'energi', 'pipelin', 'thale', 'provid', 'system', 'north', 'america', 'strike', 'nerv', 'anywher']",0
4400,cant scammer outsmart protect websit learn sitelock one stop shop need hgblog safeti,"['cant', 'scammer', 'outsmart', 'protect', 'websit', 'learn', 'sitelock', 'one', 'stop', 'shop', 'need', 'hgblog', 'safeti']",0
6284,china target india taiwan firstpost,"['china', 'target', 'india', 'taiwan', 'firstpost']",0
4824,hacker compromis fbi extern email system today send fake email fake spamhau bloomberg,"['hacker', 'compromis', 'fbi', 'extern', 'email', 'system', 'today', 'send', 'fake', 'email', 'fake', 'spamhau', 'bloomberg']",0
6514,fbi email infrastructur compromis use send fake email fake system admin,"['fbi', 'email', 'infrastructur', 'compromis', 'use', 'send', 'fake', 'email', 'fake', 'system', 'admin']",0
7355,dont happen onlin wifi physic access control still import despit frequent cloud base servic digitalfir itsecur databreach,"['dont', 'happen', 'onlin', 'wifi', 'physic', 'access', 'control', 'still', 'import', 'despit', 'frequent', 'cloud', 'base', 'servic', 'digitalfir', 'itsecur', 'databreach']",0
5463,hacker compromis fbi extern email system today send fake email fake exampl mail sent user via fbi email server,"['hacker', 'compromis', 'fbi', 'extern', 'email', 'system', 'today', 'send', 'fake', 'email', 'fake', 'exampl', 'mail', 'sent', 'user', 'via', 'fbi', 'email', 'server']",0
7258,let gue infosec term ns bugbounti bugbountytip hacker network hacker,"['let', 'gue', 'infosec', 'term', 'ns', 'bugbounti', 'bugbountytip', 'hacker', 'network', 'hacker']",0
7183,admit attack exploit flaw agenc messag system configur flaw let unknown parti send flood fake urgent warn bogu thank input,"['admit', 'attack', 'exploit', 'flaw', 'agenc', 'messag', 'system', 'configur', 'flaw', 'let', 'unknown', 'parti', 'send', 'flood', 'fake', 'urgent', 'warn', 'bogu', 'thank', 'input']",0
4610,fbi email infrastructur compromis use send fake email fake system admin,"['fbi', 'email', 'infrastructur', 'compromis', 'use', 'send', 'fake', 'email', 'fake', 'system', 'admin']",0
6482,hacker compromis fbi extern email system today send fake email fake spamhau bloomberg,"['hacker', 'compromis', 'fbi', 'extern', 'email', 'system', 'today', 'send', 'fake', 'email', 'fake', 'spamhau', 'bloomberg']",0
7735,late even nov et ten thousand email began flood fbi address warn fake around time krebsonsecur receiv messag email address,"['late', 'even', 'nov', 'et', 'ten', 'thousand', 'email', 'began', 'flood', 'fbi', 'address', 'warn', 'fake', 'around', 'time', 'krebsonsecur', 'receiv', 'messag', 'email', 'address']",0
6853,blackberri research amp intellig team uncov larg tangl web infrastructur use enabl wide varieti learn initi access broker iab zebra trail mayhem,"['blackberri', 'research', 'amp', 'intellig', 'team', 'uncov', 'larg', 'tangl', 'web', 'infrastructur', 'use', 'enabl', 'wide', 'varieti', 'learn', 'initi', 'access', 'broker', 'iab', 'zebra', 'trail', 'mayhem']",0
8313,probabl osint best way protect scada system cybersec infosec scadahack cyberwar cyberwarrior ic cyberthreat cybercrim dataprotect hacker cyberwarfar,"['probabl', 'osint', 'best', 'way', 'protect', 'scada', 'system', 'cybersec', 'infosec', 'scadahack', 'cyberwar', 'cyberwarrior', 'ic', 'cyberthreat', 'cybercrim', 'dataprotect', 'hacker', 'cyberwarfar']",0
4652,russia return power polit european union relat strongli deterior result accord leak document discuss eu minist,"['russia', 'return', 'power', 'polit', 'european', 'union', 'relat', 'strongli', 'deterior', 'result', 'accord', 'leak', 'document', 'discuss', 'eu', 'minist']",0
7028,cloudbrut il tool che ci svela infrastruttura cloud alibaba amazon cloud cloudprotect cloudsecur cloudsurf cloudbrut cybercrim dataprotect datasecur googl johntheripp kalilinux linux,"['cloudbrut', 'il', 'tool', 'che', 'ci', 'svela', 'infrastruttura', 'cloud', 'alibaba', 'amazon', 'cloud', 'cloudprotect', 'cloudsecur', 'cloudsurf', 'cloudbrut', 'cybercrim', 'dataprotect', 'datasecur', 'googl', 'johntheripp', 'kalilinux', 'linux']",0
4597,fbi email infrastructur compromis use send fake email fake system admin,"['fbi', 'email', 'infrastructur', 'compromis', 'use', 'send', 'fake', 'email', 'fake', 'system', 'admin']",0
6858,pakistan intellig agenc identifi major india ispr cyberthreat via,"['pakistan', 'intellig', 'agenc', 'identifi', 'major', 'india', 'ispr', 'cyberthreat', 'via']",0
4967,hacker compromis fbi extern email system today send fake email fake spamhau bloomberg,"['hacker', 'compromis', 'fbi', 'extern', 'email', 'system', 'today', 'send', 'fake', 'email', 'fake', 'spamhau', 'bloomberg']",0
7781,quantum nutshel gt tech digit innov research futur encrypt cyberthreat quantumsecur,"['quantum', 'nutshel', 'gt', 'tech', 'digit', 'innov', 'research', 'futur', 'encrypt', 'cyberthreat', 'quantumsecur']",0
4748,enterpris applic best practic blog provid top tip avoid organis regular codereview adopt top read,"['enterpris', 'applic', 'best', 'practic', 'blog', 'provid', 'top', 'tip', 'avoid', 'organis', 'regular', 'codereview', 'adopt', 'top', 'read']",0
5484,hacker compromis fbi extern email system today send fake email fake spamhau bloomberg,"['hacker', 'compromis', 'fbi', 'extern', 'email', 'system', 'today', 'send', 'fake', 'email', 'fake', 'spamhau', 'bloomberg']",0
7549,blackmatt ransomwar gang allegedli disband due pressur author,"['blackmatt', 'ransomwar', 'gang', 'allegedli', 'disband', 'due', 'pressur', 'author']",0
4343,see surg school depart educ must serious im call updat plan school threat comprehens cover cyberthreat,"['see', 'surg', 'school', 'depart', 'educ', 'must', 'serious', 'im', 'call', 'updat', 'plan', 'school', 'threat', 'comprehens', 'cover', 'cyberthreat']",0
6572,avoid compani like hacker hacker tech technolog data,"['avoid', 'compani', 'like', 'hacker', 'hacker', 'tech', 'technolog', 'data']",0
7092,updat hundr thousand fake warn sent hack fbi email server sender appear fbi law enforc enterpris portal leep,"['updat', 'hundr', 'thousand', 'fake', 'warn', 'sent', 'hack', 'fbi', 'email', 'server', 'sender', 'appear', 'fbi', 'law', 'enforc', 'enterpris', 'portal', 'leep']",0
4500,fbi email infrastructur compromis use send fake email fake system admin,"['fbi', 'email', 'infrastructur', 'compromis', 'use', 'send', 'fake', 'email', 'fake', 'system', 'admin']",0
6875,fake hack warn sent secur fbi server telecom news et telecom earegun washington fake email purportedli us depart homeland warn sent saturday secur fbi comput ser,"['fake', 'hack', 'warn', 'sent', 'secur', 'fbi', 'server', 'telecom', 'news', 'et', 'telecom', 'earegun', 'washington', 'fake', 'email', 'purportedli', 'us', 'depart', 'homeland', 'warn', 'sent', 'saturday', 'secur', 'fbi', 'comput', 'ser']",0
5021,hacker compromis fbi extern email system today send fake email fake spamhau bloomberg,"['hacker', 'compromis', 'fbi', 'extern', 'email', 'system', 'today', 'send', 'fake', 'email', 'fake', 'spamhau', 'bloomberg']",0
